persona_id,age,gender,city,state,education,occupation,income_inr,language,marital_status,children,lifestyle,shopping_frequency,online_shopping_pct,offline_shopping_pct,payment_method,vehicle,technology_adoption,health_consciousness,food_preference,political_interest,social_media_usage,brand_loyalty,price_sensitivity,risk_taking,impulse_buying,discount_preference,premium_preference,preferred_brand,communication_style,response_length,openness,conscientiousness,extraversion,agreeableness,neuroticism,confidence,optimism,patience,curiosity,practicality,emotional_score
P00098,33,Female,Lucknow,Uttar Pradesh,Diploma,Doctor,4272000,"Hindi, English, Tamil",Single,0,Minimalist,Monthly,19,81,Debit Card,Bike,Mainstream,73,Vegan,Medium,70,88,23,98,61,99,10,Apple,Direct,Short,34,28,6,8,51,65,37,81,92,65,99
P00099,44,Female,Kolkata,West Bengal,M.Tech,Software Engineer,4575000,Hindi,Married,1,Balanced,Weekly,45,55,Net Banking,Bike,Early Adopter,69,Eggetarian,Medium,76,82,98,84,88,83,9,Boat,Concise,Long,31,8,32,12,56,15,59,79,78,8,40
P00100,60,Male,Indore,Madhya Pradesh,High School,Content Creator,1304000,"Hindi, English, Marathi",Single,0,Balanced,Occasionally,30,70,Net Banking,Car,Early Adopter,48,Non-Vegetarian,High,100,35,94,16,99,4,43,Sony,Professional,Long,9,34,92,74,81,10,64,59,66,47,8
P00101,49,Male,Jaipur,Rajasthan,B.Tech,Lawyer,1022000,English,Single,0,Luxury,Occasionally,24,76,UPI,None,Early Adopter,32,Vegetarian,Medium,47,50,20,23,5,71,92,Sony,Friendly,Medium,32,54,93,41,35,10,74,48,16,65,87
P00102,21,Male,Mumbai,Maharashtra,MBBS,Student,3464000,"Hindi, English, Marathi",Single,0,Balanced,Monthly,18,82,Debit Card,None,Late Adopter,59,Vegetarian,Medium,26,38,73,39,95,80,32,Levi's,Professional,Long,64,99,100,26,94,70,98,32,20,1,53
P00103,19,Male,Bengaluru,Karnataka,MBA,Freelancer,258000,Hindi,Single,0,Luxury,Monthly,52,48,Debit Card,None,Early Adopter,68,Non-Vegetarian,Medium,63,8,19,92,36,12,6,Adidas,Concise,Long,48,59,96,11,75,13,65,18,82,51,10
P00104,55,Male,Lucknow,Uttar Pradesh,B.Tech,Doctor,2569000,"Hindi, English, Telugu",Married,2,Luxury,Monthly,60,40,Debit Card,Both,Mainstream,30,Vegetarian,Low,18,100,99,75,14,20,14,Nike,Concise,Medium,41,53,16,69,46,99,27,58,40,60,34
P00105,25,Male,Delhi,Delhi,B.Sc,Accountant,510000,"Hindi, English",Single,0,Minimalist,Weekly,37,63,Credit Card,Car,Mainstream,66,Vegetarian,High,39,34,23,4,52,58,72,Titan,Friendly,Short,60,14,18,16,2,8,100,29,17,26,52
P00106,41,Male,Hyderabad,Telangana,PhD,Lawyer,794000,"Hindi, English, Telugu",Married,0,Balanced,Weekly,35,65,UPI,Car,Early Adopter,6,Vegan,Low,22,74,56,93,51,64,4,Sony,Concise,Short,46,28,24,36,36,58,20,5,79,80,79
P00107,33,Female,Ahmedabad,Gujarat,M.Tech,Nurse,4691000,"Hindi, English, Marathi",Married,0,Minimalist,Monthly,45,55,Credit Card,Bike,Late Adopter,70,Vegetarian,Medium,92,46,62,70,63,45,73,Titan,Professional,Medium,35,24,4,41,77,29,4,100,36,8,61
P00108,51,Female,Patna,Bihar,PhD,Doctor,1487000,"Hindi, English, Tamil",Married,1,Luxury,Weekly,44,56,Credit Card,Both,Mainstream,23,Non-Vegetarian,Low,76,41,95,90,46,76,4,Puma,Friendly,Long,25,64,70,40,23,63,5,12,8,30,78
P00109,32,Male,Bengaluru,Karnataka,MCA,Student,2897000,English,Single,0,Balanced,Occasionally,35,65,Credit Card,Car,Early Adopter,3,Non-Vegetarian,High,91,19,100,15,68,47,10,Puma,Concise,Long,13,44,39,42,18,21,94,56,82,63,84
P00110,38,Male,Kolkata,West Bengal,MBBS,Content Creator,3103000,"Hindi, English",Married,1,Luxury,Occasionally,58,42,Debit Card,Bike,Early Adopter,94,Vegetarian,High,74,51,99,73,5,24,78,Puma,Friendly,Long,73,14,64,19,43,96,10,31,45,41,22
P00111,58,Male,Chandigarh,Chandigarh,MBA,Business Owner,273000,"Hindi, English",Married,1,Balanced,Weekly,18,82,UPI,None,Mainstream,57,Vegan,Low,53,64,49,45,70,49,13,Levi's,Friendly,Short,58,10,5,38,3,41,34,14,10,44,22
P00112,42,Male,Kolkata,West Bengal,Diploma,Farmer,942000,"Hindi, English, Marathi",Married,3,Luxury,Weekly,13,87,Net Banking,Both,Early Adopter,7,Vegetarian,Medium,27,25,53,90,71,93,94,Titan,Professional,Long,37,39,31,13,7,51,74,71,63,20,7
P00113,41,Male,Lucknow,Uttar Pradesh,Diploma,Lawyer,4114000,English,Married,0,Luxury,Monthly,36,64,UPI,Both,Early Adopter,40,Vegan,Medium,63,85,34,12,83,70,50,Nike,Professional,Medium,48,24,58,6,34,57,60,34,29,35,73
P00114,21,Male,Patna,Bihar,Diploma,Software Engineer,2996000,"Hindi, English, Marathi",Single,0,Luxury,Weekly,79,21,Net Banking,None,Mainstream,67,Vegan,High,88,61,74,31,61,39,11,Sony,Direct,Long,74,67,74,87,80,19,16,97,58,23,22
P00115,31,Male,Delhi,Delhi,High School,Sales Executive,821000,English,Single,0,Luxury,Weekly,65,35,Net Banking,Car,Mainstream,94,Vegetarian,Low,50,72,51,71,42,36,67,Levi's,Direct,Long,80,76,67,54,15,54,20,19,73,76,75
P00116,24,Male,Hyderabad,Telangana,Diploma,Marketing Manager,2523000,"Hindi, English",Single,0,Balanced,Monthly,78,22,Cash,Both,Late Adopter,78,Vegan,Low,23,36,52,19,80,78,88,Sony,Direct,Medium,43,89,31,7,96,61,35,48,3,44,39
P00117,37,Female,Chandigarh,Chandigarh,MCA,Accountant,984000,English,Single,0,Balanced,Occasionally,39,61,Cash,Car,Mainstream,94,Vegan,High,83,12,25,57,28,53,95,Levi's,Professional,Short,66,21,9,40,91,65,52,18,100,68,73
P00118,19,Male,Mumbai,Maharashtra,B.Com,Accountant,652000,Hindi,Single,0,Balanced,Weekly,41,59,Debit Card,Bike,Mainstream,48,Vegan,High,51,82,16,88,4,31,48,Levi's,Concise,Short,61,76,71,45,45,21,34,96,89,12,37
P00119,19,Female,Bhopal,Madhya Pradesh,B.Tech,Accountant,4867000,English,Single,0,Luxury,Weekly,37,63,Credit Card,Car,Late Adopter,53,Vegetarian,High,2,61,17,83,23,77,2,Adidas,Professional,Long,40,92,91,83,36,55,49,45,59,33,28
P00120,47,Female,Chennai,Tamil Nadu,MBBS,Accountant,3433000,"Hindi, English, Tamil",Single,0,Luxury,Monthly,10,90,Net Banking,Car,Mainstream,88,Vegetarian,Medium,9,44,36,82,42,36,34,Boat,Friendly,Short,67,98,31,8,77,52,85,41,88,18,93
P00121,19,Female,Pune,Maharashtra,B.Sc,Nurse,3608000,"Hindi, English, Marathi",Single,0,Luxury,Weekly,61,39,Net Banking,Bike,Mainstream,93,Non-Vegetarian,High,69,82,61,86,46,65,39,Nike,Friendly,Medium,13,61,17,95,34,93,72,98,24,88,43
P00122,59,Male,Mumbai,Maharashtra,MBA,Doctor,2695000,"Hindi, English",Married,2,Luxury,Monthly,57,43,Cash,None,Mainstream,7,Vegetarian,Medium,25,65,16,88,49,68,39,Sony,Direct,Short,18,26,44,53,73,59,19,41,92,24,100
P00123,23,Female,Jaipur,Rajasthan,B.Tech,Designer,655000,"Hindi, English, Marathi",Single,0,Balanced,Weekly,10,90,Credit Card,Bike,Mainstream,98,Vegetarian,Low,79,56,82,55,52,55,62,Sony,Direct,Short,69,26,94,48,2,42,97,68,25,3,87
P00124,18,Male,Mumbai,Maharashtra,MBA,Lawyer,1236000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,23,77,Debit Card,Bike,Early Adopter,6,Eggetarian,Medium,59,94,67,77,68,44,56,Nike,Professional,Medium,46,97,25,22,52,3,30,29,94,17,28
P00125,64,Male,Hyderabad,Telangana,MBBS,Teacher,1188000,"Hindi, English, Telugu",Married,0,Balanced,Occasionally,58,42,Net Banking,None,Late Adopter,7,Vegetarian,High,3,7,89,15,54,57,49,Samsung,Professional,Medium,90,20,27,89,88,81,2,39,54,85,13
P00126,60,Female,Hyderabad,Telangana,PhD,Content Creator,1303000,"Hindi, English, Telugu",Married,0,Luxury,Weekly,75,25,Debit Card,None,Early Adopter,64,Non-Vegetarian,High,26,100,34,67,26,46,91,Sony,Professional,Short,6,71,64,27,89,62,43,31,1,2,86
P00127,23,Male,Chandigarh,Chandigarh,PhD,Freelancer,4227000,Hindi,Single,0,Luxury,Weekly,29,71,UPI,Car,Late Adopter,30,Vegan,Medium,34,60,7,13,23,6,38,Puma,Professional,Medium,95,15,13,98,6,2,18,85,83,22,43
P00128,40,Female,Hyderabad,Telangana,B.Sc,Nurse,941000,Hindi,Married,2,Balanced,Monthly,33,67,Cash,Car,Mainstream,89,Vegan,Medium,84,22,15,17,90,93,8,Nike,Direct,Medium,76,62,73,87,57,24,79,49,100,46,79
P00129,19,Male,Ahmedabad,Gujarat,MCA,Software Engineer,3549000,Hindi,Single,0,Minimalist,Monthly,66,34,Debit Card,None,Late Adopter,87,Non-Vegetarian,High,44,67,67,89,90,80,13,Sony,Friendly,Medium,45,85,87,83,50,20,72,79,7,2,83
P00130,28,Female,Chandigarh,Chandigarh,MCA,Accountant,1534000,"Hindi, English, Marathi",Single,0,Balanced,Weekly,19,81,Debit Card,Car,Early Adopter,65,Non-Vegetarian,High,83,49,52,31,11,59,57,Tata,Concise,Short,64,58,41,16,64,96,84,3,14,52,53
P00131,20,Male,Chandigarh,Chandigarh,Diploma,Marketing Manager,2675000,"Hindi, English, Tamil",Single,0,Minimalist,Occasionally,75,25,Cash,Car,Mainstream,7,Non-Vegetarian,Medium,43,72,99,80,77,61,92,Puma,Concise,Short,13,98,85,29,1,44,46,82,38,71,67
P00132,41,Male,Bhopal,Madhya Pradesh,B.Tech,Business Owner,1330000,Hindi,Single,0,Balanced,Occasionally,62,38,Credit Card,Bike,Early Adopter,51,Non-Vegetarian,Medium,25,92,44,14,97,54,6,Tata,Direct,Medium,59,85,76,65,18,64,1,68,95,7,71
P00133,45,Female,Kochi,Kerala,MBBS,Marketing Manager,1631000,"Hindi, English, Telugu",Single,0,Minimalist,Weekly,32,68,Cash,Car,Late Adopter,50,Vegan,High,89,98,32,36,51,44,38,Levi's,Friendly,Short,53,78,90,96,66,39,90,71,41,92,95
P00134,53,Male,Mumbai,Maharashtra,B.Com,Government Employee,2560000,"Hindi, English, Telugu",Single,0,Luxury,Weekly,26,74,Net Banking,Car,Late Adopter,15,Eggetarian,High,62,75,74,86,91,54,87,Titan,Professional,Medium,2,67,14,4,49,19,7,86,8,26,35
P00135,28,Female,Chennai,Tamil Nadu,B.Sc,Teacher,688000,English,Single,0,Luxury,Weekly,47,53,Debit Card,Both,Early Adopter,79,Non-Vegetarian,High,83,72,50,31,66,90,37,Apple,Concise,Medium,54,88,41,71,7,2,96,33,26,80,100
P00136,46,Male,Kochi,Kerala,MBA,Marketing Manager,5000000,"Hindi, English",Married,1,Balanced,Weekly,34,66,UPI,Bike,Early Adopter,95,Vegetarian,Medium,6,55,36,72,34,17,21,Tata,Professional,Short,43,60,91,20,6,20,42,77,7,100,81
P00137,57,Female,Ahmedabad,Gujarat,PhD,Farmer,3113000,English,Married,2,Minimalist,Occasionally,77,23,UPI,Bike,Mainstream,70,Vegan,Low,45,29,28,85,43,43,47,Boat,Friendly,Long,68,61,72,97,84,2,15,86,45,58,31
P00138,59,Male,Bhopal,Madhya Pradesh,MBA,Sales Executive,1108000,"Hindi, English, Tamil",Married,2,Balanced,Occasionally,13,87,Net Banking,Both,Mainstream,6,Eggetarian,High,25,42,66,11,13,22,99,Titan,Direct,Long,9,27,86,81,100,28,88,55,14,27,69
P00139,62,Female,Chennai,Tamil Nadu,Diploma,Content Creator,1439000,Hindi,Married,2,Minimalist,Weekly,14,86,Credit Card,Car,Late Adopter,10,Non-Vegetarian,Medium,53,50,58,81,52,56,41,Apple,Concise,Long,16,69,1,83,93,80,9,97,96,75,6
P00140,62,Male,Jaipur,Rajasthan,MBBS,Software Engineer,2554000,"Hindi, English, Tamil",Single,0,Minimalist,Monthly,48,52,Cash,Both,Mainstream,85,Vegetarian,Medium,21,69,29,18,96,51,70,Boat,Friendly,Medium,87,94,83,48,2,71,72,19,16,6,1
P00141,54,Female,Bengaluru,Karnataka,MBBS,Software Engineer,2676000,"Hindi, English, Marathi",Married,2,Luxury,Occasionally,37,63,Credit Card,Bike,Early Adopter,29,Eggetarian,Low,15,24,86,73,7,97,71,Levi's,Direct,Medium,86,9,33,13,26,93,75,63,43,46,17
P00142,60,Male,Indore,Madhya Pradesh,B.Sc,Government Employee,751000,"Hindi, English, Marathi",Single,0,Balanced,Monthly,50,50,Net Banking,Car,Late Adopter,75,Non-Vegetarian,High,73,47,41,55,22,1,41,Adidas,Friendly,Long,95,83,56,36,47,18,87,94,43,62,60
P00143,46,Female,Patna,Bihar,B.Sc,Business Owner,4699000,English,Married,0,Luxury,Weekly,45,55,Debit Card,None,Late Adopter,10,Vegetarian,High,81,4,75,75,52,99,76,Adidas,Direct,Long,34,70,70,61,84,100,20,47,51,29,99
P00144,55,Female,Delhi,Delhi,MCA,Farmer,4361000,Hindi,Married,2,Luxury,Weekly,74,26,Net Banking,Bike,Late Adopter,18,Vegan,Low,23,73,73,85,19,95,94,Levi's,Professional,Short,29,98,63,30,9,34,48,30,6,86,27
P00145,51,Female,Lucknow,Uttar Pradesh,MCA,Nurse,3904000,"Hindi, English, Telugu",Single,0,Balanced,Weekly,15,85,Net Banking,Car,Late Adopter,34,Non-Vegetarian,Medium,84,49,47,76,84,10,67,Boat,Concise,Short,67,52,46,45,63,62,78,1,65,18,57
P00146,28,Male,Indore,Madhya Pradesh,MBBS,Freelancer,2480000,English,Single,0,Minimalist,Weekly,37,63,Debit Card,None,Late Adopter,30,Vegan,Medium,93,15,62,87,62,62,27,Tata,Friendly,Long,53,3,32,6,17,74,76,21,18,81,66
P00147,20,Male,Bhopal,Madhya Pradesh,B.Tech,Lawyer,1654000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,76,24,UPI,Car,Early Adopter,28,Vegan,High,61,62,22,29,53,77,19,Tata,Friendly,Long,85,66,34,22,93,88,44,59,77,76,9
P00148,32,Female,Lucknow,Uttar Pradesh,B.Tech,Software Engineer,315000,"Hindi, English, Tamil",Married,3,Minimalist,Weekly,29,71,Cash,None,Late Adopter,65,Vegetarian,Low,62,85,17,78,70,1,100,Sony,Concise,Medium,6,90,68,55,30,62,99,49,45,76,95
P00149,62,Male,Lucknow,Uttar Pradesh,B.Tech,Lawyer,4088000,"Hindi, English",Single,0,Luxury,Occasionally,20,80,Cash,Car,Early Adopter,1,Vegetarian,High,67,16,67,1,49,84,27,Puma,Concise,Medium,14,20,55,84,75,33,34,69,55,73,47
P00150,57,Female,Chennai,Tamil Nadu,M.Tech,Marketing Manager,1848000,"Hindi, English",Married,3,Luxury,Occasionally,32,68,Cash,Car,Mainstream,74,Eggetarian,High,51,95,18,85,16,96,30,Levi's,Friendly,Short,28,66,52,44,71,79,90,88,91,7,21
P00151,42,Male,Patna,Bihar,Diploma,Accountant,1370000,Hindi,Married,3,Balanced,Weekly,21,79,Debit Card,None,Late Adopter,5,Vegan,Medium,79,84,67,37,92,77,8,Nike,Concise,Medium,2,26,85,67,37,25,5,77,66,67,90
P00152,32,Male,Chennai,Tamil Nadu,High School,Designer,2139000,Hindi,Single,0,Balanced,Monthly,30,70,Debit Card,Both,Mainstream,76,Non-Vegetarian,High,2,95,91,9,12,71,37,Titan,Professional,Medium,36,29,78,25,59,52,74,1,34,23,53
P00153,50,Male,Bengaluru,Karnataka,Diploma,Farmer,2590000,"Hindi, English",Married,0,Luxury,Occasionally,75,25,Debit Card,Both,Mainstream,73,Vegan,Low,97,44,100,59,88,59,76,Apple,Concise,Short,34,9,49,82,29,87,90,30,41,53,46
P00154,51,Male,Kolkata,West Bengal,B.Sc,Doctor,2533000,"Hindi, English, Tamil",Married,2,Minimalist,Monthly,19,81,Debit Card,Car,Early Adopter,74,Eggetarian,Low,96,88,25,64,95,26,31,Adidas,Professional,Short,30,26,32,80,46,20,100,14,16,11,87
P00155,60,Female,Hyderabad,Telangana,High School,Marketing Manager,4615000,"Hindi, English",Single,0,Luxury,Monthly,71,29,Cash,Car,Mainstream,24,Eggetarian,Medium,29,97,74,17,7,68,55,Levi's,Direct,Long,45,51,88,100,23,59,16,90,67,59,41
P00156,62,Male,Bhopal,Madhya Pradesh,B.Com,Sales Executive,4939000,"Hindi, English",Married,2,Minimalist,Occasionally,88,12,Debit Card,Bike,Mainstream,61,Eggetarian,Medium,24,64,55,27,54,90,97,Puma,Professional,Medium,36,58,24,74,17,74,88,30,13,93,35
P00157,33,Female,Chandigarh,Chandigarh,M.Tech,Doctor,1374000,"Hindi, English, Marathi",Single,0,Minimalist,Weekly,29,71,Cash,Both,Early Adopter,81,Eggetarian,Medium,39,33,72,73,7,51,13,Nike,Direct,Short,33,61,81,13,58,96,43,34,47,47,72
P00158,53,Female,Jaipur,Rajasthan,High School,Sales Executive,1173000,"Hindi, English, Tamil",Married,1,Luxury,Occasionally,83,17,Net Banking,Bike,Mainstream,46,Eggetarian,High,66,63,100,95,58,11,49,Tata,Professional,Medium,81,19,22,82,44,54,81,79,74,52,10
P00159,23,Male,Jaipur,Rajasthan,B.Com,Designer,2775000,"Hindi, English",Single,0,Luxury,Monthly,93,7,Net Banking,Both,Mainstream,57,Eggetarian,High,76,67,58,53,22,24,3,Nike,Friendly,Long,33,96,90,96,11,27,22,51,14,13,9
P00160,48,Male,Bhopal,Madhya Pradesh,M.Tech,Farmer,861000,"Hindi, English, Telugu",Married,1,Balanced,Monthly,20,80,Credit Card,Bike,Late Adopter,37,Vegan,High,17,17,68,22,4,5,85,Puma,Professional,Medium,60,70,35,71,57,18,90,70,23,76,77
P00161,47,Female,Bengaluru,Karnataka,MBBS,Lawyer,3024000,"Hindi, English, Marathi",Married,1,Balanced,Monthly,21,79,Cash,Car,Early Adopter,39,Vegetarian,Low,67,98,18,45,37,61,69,Apple,Concise,Medium,39,2,99,56,38,77,30,1,71,48,25
P00162,44,Female,Lucknow,Uttar Pradesh,B.Com,Teacher,3372000,"Hindi, English",Single,0,Minimalist,Monthly,38,62,Credit Card,Car,Mainstream,84,Eggetarian,Medium,25,9,24,18,38,15,82,Levi's,Concise,Medium,90,80,63,25,42,3,20,7,69,3,24
P00163,24,Female,Pune,Maharashtra,B.Tech,Content Creator,3771000,English,Single,0,Minimalist,Weekly,11,89,UPI,Both,Early Adopter,44,Vegan,Medium,64,48,60,90,5,43,11,Nike,Direct,Medium,100,51,10,70,61,24,25,33,49,2,16
P00164,63,Male,Lucknow,Uttar Pradesh,MCA,Doctor,454000,"Hindi, English, Telugu",Married,0,Minimalist,Monthly,76,24,Cash,Car,Mainstream,21,Vegetarian,High,71,67,16,33,62,82,39,Adidas,Professional,Short,86,28,15,31,82,56,42,2,22,36,75
P00165,25,Female,Patna,Bihar,B.Com,Student,524000,"Hindi, English, Telugu",Single,0,Balanced,Occasionally,84,16,Net Banking,Bike,Mainstream,99,Vegetarian,Low,21,64,12,88,80,44,98,Apple,Direct,Medium,83,20,90,69,14,17,63,30,41,72,83
P00166,40,Female,Kolkata,West Bengal,B.Com,Student,3274000,Hindi,Married,1,Balanced,Occasionally,42,58,Cash,Car,Late Adopter,90,Vegan,Low,73,24,70,45,42,94,60,Boat,Friendly,Short,68,20,58,38,34,70,47,59,1,100,82
P00167,50,Female,Kolkata,West Bengal,B.Tech,Nurse,333000,"Hindi, English, Tamil",Single,0,Minimalist,Monthly,56,44,UPI,Both,Early Adopter,68,Vegan,High,20,79,37,42,53,83,42,Samsung,Direct,Long,85,9,6,17,23,5,26,14,63,25,13
P00168,20,Female,Chennai,Tamil Nadu,MCA,Farmer,2276000,"Hindi, English",Single,0,Minimalist,Occasionally,16,84,UPI,None,Early Adopter,84,Vegan,Low,60,82,8,47,72,96,54,Puma,Direct,Long,35,68,6,94,10,39,10,28,67,13,13
P00169,64,Male,Bengaluru,Karnataka,M.Tech,Doctor,1762000,"Hindi, English, Telugu",Married,1,Minimalist,Occasionally,82,18,Net Banking,Both,Late Adopter,14,Eggetarian,High,59,90,86,55,14,22,24,Titan,Concise,Long,44,85,21,69,77,57,46,41,71,42,48
P00170,44,Female,Chandigarh,Chandigarh,MBA,Government Employee,2151000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,37,63,Debit Card,Car,Mainstream,58,Vegan,Low,93,5,37,77,3,67,18,Boat,Direct,Medium,29,28,41,3,99,89,36,71,66,72,74
P00171,54,Male,Indore,Madhya Pradesh,High School,Business Owner,3093000,"Hindi, English, Tamil",Married,2,Minimalist,Weekly,56,44,Debit Card,Car,Early Adopter,74,Vegan,High,28,94,10,93,42,62,23,Levi's,Direct,Long,83,39,5,94,74,49,11,100,8,99,43
P00172,40,Female,Lucknow,Uttar Pradesh,Diploma,Accountant,2037000,Hindi,Single,0,Luxury,Occasionally,87,13,Cash,None,Mainstream,68,Vegetarian,Medium,70,73,20,42,65,90,29,Nike,Direct,Long,94,51,58,97,77,74,65,12,29,56,38
P00173,43,Male,Delhi,Delhi,MBA,Software Engineer,4078000,"Hindi, English, Tamil",Single,0,Balanced,Monthly,16,84,UPI,Both,Late Adopter,56,Non-Vegetarian,Low,62,72,26,63,51,84,74,Adidas,Friendly,Short,10,35,100,56,42,88,74,12,15,86,53
P00174,45,Female,Jaipur,Rajasthan,B.Com,Designer,3002000,"Hindi, English",Single,0,Minimalist,Monthly,13,87,Net Banking,Both,Late Adopter,19,Vegan,Low,30,26,88,48,20,97,94,Samsung,Direct,Long,7,32,80,19,37,2,44,89,15,40,58
P00175,48,Male,Jaipur,Rajasthan,B.Com,Content Creator,4587000,"Hindi, English, Marathi",Married,2,Luxury,Occasionally,80,20,Credit Card,None,Mainstream,75,Vegetarian,Medium,22,8,37,26,90,80,35,Apple,Concise,Long,2,9,50,85,35,85,85,47,14,3,38
P00176,59,Female,Mumbai,Maharashtra,M.Tech,Farmer,995000,"Hindi, English, Tamil",Single,0,Luxury,Weekly,72,28,Credit Card,Bike,Late Adopter,59,Vegetarian,Low,32,68,40,43,63,51,96,Nike,Direct,Medium,88,46,46,81,39,31,65,36,8,81,33
P00177,42,Male,Bengaluru,Karnataka,B.Sc,Doctor,1422000,English,Married,3,Minimalist,Occasionally,94,6,Cash,Bike,Mainstream,31,Non-Vegetarian,Medium,40,78,43,58,70,17,27,Nike,Friendly,Short,40,89,91,68,18,56,99,19,84,73,21
P00178,38,Male,Bengaluru,Karnataka,MBBS,Content Creator,1149000,"Hindi, English",Married,1,Balanced,Monthly,13,87,Debit Card,Both,Late Adopter,82,Eggetarian,Low,100,25,14,17,24,4,98,Tata,Professional,Long,73,79,30,77,30,30,88,4,46,11,89
P00179,48,Male,Bengaluru,Karnataka,PhD,Business Owner,3243000,"Hindi, English, Marathi",Married,3,Minimalist,Weekly,72,28,Credit Card,Bike,Early Adopter,53,Vegetarian,Medium,53,29,96,86,26,97,27,Samsung,Friendly,Medium,79,63,89,42,59,32,55,52,100,6,78
P00180,65,Female,Kolkata,West Bengal,MBA,Sales Executive,4865000,"Hindi, English, Telugu",Single,0,Luxury,Weekly,77,23,Net Banking,None,Mainstream,59,Vegetarian,Low,67,69,51,95,6,72,50,Titan,Direct,Short,38,57,51,39,100,37,60,22,55,38,79
P00181,21,Male,Ahmedabad,Gujarat,MCA,Software Engineer,4281000,English,Single,0,Luxury,Occasionally,24,76,Net Banking,Bike,Mainstream,53,Eggetarian,Medium,4,23,59,76,92,26,59,Samsung,Professional,Medium,89,84,92,21,92,94,16,12,15,91,58
P00182,58,Female,Indore,Madhya Pradesh,MBBS,Content Creator,3326000,"Hindi, English, Tamil",Single,0,Minimalist,Monthly,75,25,Net Banking,Both,Early Adopter,99,Non-Vegetarian,Medium,73,85,20,21,19,23,99,Apple,Concise,Medium,40,94,99,58,37,81,24,16,17,26,1
P00183,57,Female,Bhopal,Madhya Pradesh,MCA,Business Owner,4264000,"Hindi, English, Marathi",Married,0,Minimalist,Weekly,87,13,Net Banking,Both,Mainstream,53,Vegan,Low,77,77,1,32,71,36,80,Titan,Friendly,Short,24,19,8,84,45,5,19,5,86,74,78
P00184,37,Female,Kochi,Kerala,Diploma,Student,1072000,"Hindi, English, Telugu",Married,1,Balanced,Occasionally,30,70,Net Banking,Bike,Mainstream,96,Eggetarian,Low,12,99,39,42,48,49,9,Sony,Direct,Medium,61,18,16,89,36,43,68,53,68,27,90
P00185,31,Male,Indore,Madhya Pradesh,PhD,Content Creator,4513000,"Hindi, English, Telugu",Single,0,Luxury,Occasionally,71,29,Debit Card,Both,Late Adopter,41,Eggetarian,High,74,80,46,17,79,73,64,Titan,Concise,Medium,24,79,30,91,38,25,1,16,4,60,81
P00186,25,Male,Patna,Bihar,PhD,Sales Executive,3571000,"Hindi, English",Single,0,Balanced,Occasionally,15,85,Credit Card,None,Late Adopter,26,Eggetarian,Medium,9,40,39,65,71,42,99,Apple,Direct,Long,43,44,51,93,73,79,4,23,25,43,44
P00187,61,Female,Kochi,Kerala,MCA,Marketing Manager,471000,English,Single,0,Luxury,Monthly,71,29,Net Banking,Car,Mainstream,53,Vegetarian,High,39,73,93,87,41,72,69,Apple,Friendly,Long,88,43,46,9,20,36,4,44,49,81,69
P00188,28,Female,Delhi,Delhi,PhD,Software Engineer,2705000,"Hindi, English, Telugu",Single,0,Minimalist,Monthly,50,50,Cash,None,Mainstream,31,Eggetarian,Medium,39,28,68,39,23,15,48,Apple,Friendly,Short,57,65,4,62,65,20,25,44,62,94,68
P00189,37,Female,Delhi,Delhi,Diploma,Accountant,4408000,English,Single,0,Luxury,Weekly,26,74,Cash,Both,Late Adopter,67,Vegetarian,Low,40,6,88,77,12,43,60,Apple,Direct,Long,99,85,96,40,3,74,98,40,82,27,42
P00190,30,Male,Pune,Maharashtra,B.Sc,Farmer,2794000,Hindi,Single,0,Balanced,Weekly,95,5,Credit Card,Car,Early Adopter,2,Vegetarian,Low,70,45,71,41,35,19,91,Boat,Friendly,Short,10,40,79,44,70,57,7,17,4,61,87
P00191,21,Male,Lucknow,Uttar Pradesh,High School,Software Engineer,3673000,English,Single,0,Luxury,Occasionally,60,40,Net Banking,Both,Late Adopter,46,Eggetarian,Medium,26,92,98,86,69,11,97,Levi's,Friendly,Short,90,60,13,59,40,88,83,91,99,60,61
P00192,32,Male,Delhi,Delhi,PhD,Lawyer,3157000,"Hindi, English, Marathi",Married,2,Balanced,Weekly,51,49,UPI,Both,Early Adopter,45,Vegan,Medium,22,37,99,45,78,74,17,Titan,Direct,Medium,92,14,42,72,84,10,39,69,60,52,76
P00193,44,Male,Hyderabad,Telangana,B.Com,Farmer,1482000,Hindi,Single,0,Balanced,Weekly,59,41,Net Banking,Both,Mainstream,73,Eggetarian,High,89,31,23,85,86,10,95,Tata,Concise,Short,76,77,60,42,72,13,57,23,40,52,9
